0 1 narrowerTransitive
0 625 narrowerTransitive
0 1970 narrowerTransitive
0 2051 narrowerTransitive
0 2335 narrowerTransitive
0 1493 narrowerTransitive
0 2628 narrowerTransitive
0 994 narrowerTransitive
0 2824 narrowerTransitive
0 3334 narrowerTransitive
0 3442 narrowerTransitive
0 4263 narrowerTransitive
0 4267 narrowerTransitive
0 4983 narrowerTransitive
0 5755 narrowerTransitive
0 6246 narrowerTransitive
0 3565 narrowerTransitive
0 4373 narrowerTransitive
0 7218 narrowerTransitive
0 7394 narrowerTransitive
0 7419 narrowerTransitive
0 6212 narrowerTransitive
0 2876 narrowerTransitive
0 1941 narrowerTransitive
0 7143 narrowerTransitive
0 10053 narrowerTransitive
0 9107 narrowerTransitive
0 3916 narrowerTransitive
0 2565 narrowerTransitive
0 9541 narrowerTransitive
0 958 narrowerTransitive
0 5761 narrowerTransitive
0 9410 narrowerTransitive
0 6233 narrowerTransitive
0 3042 narrowerTransitive
0 11447 narrowerTransitive
0 11908 narrowerTransitive
0 6077 narrowerTransitive
0 9725 narrowerTransitive
0 12012 narrowerTransitive
0 9271 narrowerTransitive
0 12794 narrowerTransitive
0 4033 narrowerTransitive
0 2409 narrowerTransitive
0 4543 narrowerTransitive
0 13606 narrowerTransitive
0 13851 narrowerTransitive
0 5884 narrowerTransitive
0 8617 narrowerTransitive
0 8169 narrowerTransitive
0 15138 narrowerTransitive
0 2251 narrowerTransitive
0 10182 narrowerTransitive
0 1398 narrowerTransitive
0 13497 narrowerTransitive
0 8478 narrowerTransitive
0 8289 narrowerTransitive
0 1095 narrowerTransitive
0 13536 narrowerTransitive
0 11872 narrowerTransitive
0 6572 narrowerTransitive
0 17918 narrowerTransitive
0 4975 narrowerTransitive
0 6510 narrowerTransitive
0 18353 narrowerTransitive
0 9219 narrowerTransitive
0 18086 narrowerTransitive
0 1192 narrowerTransitive
0 3524 narrowerTransitive
0 10672 narrowerTransitive
0 1894 narrowerTransitive
0 13103 narrowerTransitive
0 8103 narrowerTransitive
0 5933 narrowerTransitive
0 18812 narrowerTransitive
0 13712 narrowerTransitive
0 12065 narrowerTransitive
0 6333 narrowerTransitive
0 16625 narrowerTransitive
0 6755 narrowerTransitive
0 19971 narrowerTransitive
0 8117 narrowerTransitive
0 4565 narrowerTransitive
0 168 narrowerTransitive
0 7887 narrowerTransitive
0 4461 narrowerTransitive
0 3718 narrowerTransitive
0 596 narrowerTransitive
0 11912 narrowerTransitive
0 2956 narrowerTransitive
0 1098 narrowerTransitive
0 8466 narrowerTransitive
0 21357 narrowerTransitive
0 13333 narrowerTransitive
0 10951 narrowerTransitive
0 14624 narrowerTransitive
0 2603 narrowerTransitive
0 14353 narrowerTransitive
0 10551 narrowerTransitive
0 6253 narrowerTransitive
0 5802 narrowerTransitive
0 22466 prefLabel
0 8236 narrowerTransitive
0 18725 narrowerTransitive
0 16159 narrowerTransitive
0 8783 narrowerTransitive
0 15395 narrowerTransitive
0 22920 narrowerTransitive
0 14867 narrowerTransitive
0 517 narrowerTransitive
0 2973 narrowerTransitive
0 5579 narrowerTransitive
0 32 type
0 9891 narrowerTransitive
0 10778 narrowerTransitive
0 11083 narrowerTransitive
0 12413 narrowerTransitive
0 20768 narrowerTransitive
0 4985 narrowerTransitive
0 5424 narrowerTransitive
0 19140 narrowerTransitive
0 11356 narrowerTransitive
0 6279 narrowerTransitive
0 2585 narrowerTransitive
0 18982 narrowerTransitive
0 19739 narrowerTransitive
0 2289 narrowerTransitive
0 20886 narrowerTransitive
0 9676 narrowerTransitive
0 922 narrowerTransitive
0 3345 narrowerTransitive
0 1658 narrowerTransitive
0 22409 narrowerTransitive
0 5129 narrowerTransitive
0 5366 narrowerTransitive
0 13617 narrowerTransitive
0 3205 narrowerTransitive
0 20664 narrowerTransitive
0 3116 narrowerTransitive
0 5337 narrowerTransitive
0 4753 broaderTransitive
0 4753 subClassOf
0 5133 narrowerTransitive
0 1143 narrowerTransitive
0 15059 narrowerTransitive
0 3385 narrowerTransitive
0 5685 narrowerTransitive
0 12180 narrowerTransitive
0 18380 narrowerTransitive
0 26835 narrowerTransitive
0 14488 narrowerTransitive
0 4207 narrowerTransitive
0 28681 narrowerTransitive
0 22699 narrowerTransitive
0 1947 narrowerTransitive
0 12045 narrowerTransitive
0 2070 narrowerTransitive
0 3473 narrowerTransitive
0 5011 narrowerTransitive
0 8299 narrowerTransitive
0 4478 narrowerTransitive
0 12077 narrowerTransitive
0 899 narrowerTransitive
0 2155 narrowerTransitive
0 731 narrowerTransitive
0 7645 narrowerTransitive
0 22642 narrowerTransitive
0 9218 narrowerTransitive
0 7710 narrowerTransitive
0 3314 narrowerTransitive
0 8150 narrowerTransitive
0 4031 narrowerTransitive
0 835 narrowerTransitive
0 6628 narrowerTransitive
0 5345 narrowerTransitive
0 1700 narrowerTransitive
0 11966 narrowerTransitive
0 16123 narrowerTransitive
0 3443 narrowerTransitive
0 7537 narrowerTransitive
0 10110 narrowerTransitive
0 9109 narrowerTransitive
0 18053 narrowerTransitive
0 15665 narrowerTransitive
0 3756 narrowerTransitive
0 14058 narrowerTransitive
0 6014 narrowerTransitive
0 18413 narrowerTransitive
0 5183 narrowerTransitive
0 20436 narrowerTransitive
0 5488 narrowerTransitive
0 892 narrowerTransitive
0 24369 narrowerTransitive
0 3537 narrowerTransitive
0 20046 narrowerTransitive
0 14248 narrowerTransitive
0 12928 narrowerTransitive
0 20779 narrowerTransitive
0 9265 narrowerTransitive
0 3961 narrowerTransitive
0 17993 narrowerTransitive
0 18979 narrowerTransitive
0 22485 narrowerTransitive
0 6607 narrowerTransitive
0 12484 narrowerTransitive
0 12525 narrowerTransitive
0 3581 narrowerTransitive
0 3190 narrowerTransitive
0 20594 narrowerTransitive
0 4772 narrowerTransitive
0 13933 narrowerTransitive
0 12425 narrowerTransitive
0 11332 narrowerTransitive
0 12054 narrowerTransitive
0 18318 narrowerTransitive
0 17872 narrowerTransitive
0 5654 narrowerTransitive
0 16595 narrowerTransitive
0 17040 narrowerTransitive
0 13222 narrowerTransitive
0 7136 narrowerTransitive
0 2759 narrowerTransitive
0 16266 narrowerTransitive
0 9248 narrowerTransitive
0 23053 narrowerTransitive
0 13225 narrowerTransitive
0 3629 narrowerTransitive
0 2340 narrowerTransitive
0 21870 narrowerTransitive
0 22901 narrowerTransitive
0 17047 narrowerTransitive
0 15053 narrowerTransitive
0 11089 narrowerTransitive
0 6380 narrowerTransitive
0 12657 narrowerTransitive
0 10514 narrowerTransitive
0 16071 narrowerTransitive
0 7420 narrowerTransitive
0 1351 narrowerTransitive
0 13528 narrowerTransitive
0 21399 narrowerTransitive
0 2114 narrowerTransitive
0 4738 narrowerTransitive
0 6786 narrowerTransitive
0 18624 narrowerTransitive
0 4352 narrowerTransitive
0 5254 narrowerTransitive
0 17527 narrowerTransitive
0 11663 narrowerTransitive
0 12147 narrowerTransitive
0 9125 narrowerTransitive
0 13170 narrowerTransitive
0 11341 narrowerTransitive
0 9701 narrowerTransitive
0 17002 narrowerTransitive
0 9862 narrowerTransitive
0 569 narrowerTransitive
0 12454 narrowerTransitive
0 5385 narrowerTransitive
0 7512 narrowerTransitive
0 16592 narrowerTransitive
0 11950 narrowerTransitive
0 10896 narrowerTransitive
0 9517 narrowerTransitive
0 14450 narrowerTransitive
0 3819 narrowerTransitive
0 2276 narrowerTransitive
0 11465 narrowerTransitive
0 12819 narrowerTransitive
0 5489 narrowerTransitive
0 20512 narrowerTransitive
0 3993 narrowerTransitive
0 13137 narrowerTransitive
0 8595 narrowerTransitive
0 10835 narrowerTransitive
0 15888 narrowerTransitive
0 2226 narrowerTransitive
0 8209 narrowerTransitive
0 343 narrowerTransitive
0 2802 narrowerTransitive
0 6699 narrowerTransitive
0 18103 narrowerTransitive
0 6937 narrowerTransitive
0 11786 narrowerTransitive
0 4830 narrowerTransitive
0 6687 narrowerTransitive
0 12779 narrowerTransitive
0 8634 narrowerTransitive
0 7814 narrowerTransitive
0 5078 narrowerTransitive
0 15169 narrowerTransitive
0 17802 narrowerTransitive
0 24666 narrowerTransitive
0 12494 narrowerTransitive
0 1539 narrowerTransitive
0 15878 narrowerTransitive
0 10997 narrowerTransitive
0 12336 narrowerTransitive
0 17214 narrowerTransitive
0 6923 narrowerTransitive
0 9603 narrowerTransitive
0 7366 narrowerTransitive
0 3797 narrowerTransitive
0 14767 narrowerTransitive
0 13441 narrowerTransitive
0 8590 narrowerTransitive
0 30 narrowerTransitive
0 8927 narrowerTransitive
0 17542 narrowerTransitive
0 2681 narrowerTransitive
0 7708 narrowerTransitive
0 19837 narrowerTransitive
0 230 narrowerTransitive
0 23040 narrowerTransitive
0 2875 narrowerTransitive
0 5894 narrowerTransitive
0 4539 narrowerTransitive
0 299 narrowerTransitive
0 18540 narrowerTransitive
0 10705 narrowerTransitive
0 3272 narrowerTransitive
0 1857 narrowerTransitive
0 10092 narrowerTransitive
0 3162 narrowerTransitive
0 16510 narrowerTransitive
0 209 narrowerTransitive
0 13521 narrowerTransitive
0 8094 narrowerTransitive
0 11297 narrowerTransitive
0 10852 narrowerTransitive
0 19694 narrowerTransitive
0 17880 narrowerTransitive
0 15597 narrowerTransitive
0 30673 narrowerTransitive
0 968 narrowerTransitive
0 17357 narrowerTransitive
0 3277 narrowerTransitive
0 4641 narrowerTransitive
1 2192 altLabel
1 12198 altLabel
1 32 type
1 32666 altLabel
1 33687 altLabel
1 24901 activity
1 0 broaderTransitive
1 0 subClassOf
1 40327 altLabel
1 41578 prefLabel
1 42698 altLabel
1 47116 altLabel
2 3 comment
2 1136 activity
2 7980 activity
2 190 subClassOf
2 190 broaderTransitive
2 24808 comment
2 25414 comment
2 31538 prefLabel
2 33381 comment
2 32 type
2 34525 activity
4 5 broaderTransitive
4 5 subClassOf
4 32 type
4 20081 prefLabel
4 22771 comment
4 11102 activity
4 28377 comment
4 42037 altLabel
5 128 narrowerTransitive
5 15345 narrowerTransitive
5 9923 narrowerTransitive
5 3015 narrowerTransitive
5 6116 narrowerTransitive
5 2115 narrowerTransitive
5 3669 narrowerTransitive
5 5595 narrowerTransitive
5 7757 narrowerTransitive
5 10556 narrowerTransitive
5 6218 broaderTransitive
5 6218 subClassOf
5 16973 narrowerTransitive
5 11839 narrowerTransitive
5 4 narrowerTransitive
5 3767 narrowerTransitive
5 224 narrowerTransitive
5 5563 narrowerTransitive
5 4904 narrowerTransitive
5 32 type
5 6340 narrowerTransitive
5 7391 narrowerTransitive
5 13861 narrowerTransitive
5 47626 prefLabel
6 7 comment
6 25 broaderTransitive
6 25 subClassOf
6 29815 activity
6 32 type
6 48805 prefLabel
8 9 type
8 33052 label
10 9 type
10 33917 label
11 12 activity
11 5919 prefLabel
11 3007 broaderTransitive
11 3007 subClassOf
11 31460 activity
11 39040 comment
11 39098 altLabel
11 32 type
12 9 type
12 34561 label
13 14 label
13 9 type
15 16 prefLabel
15 25806 altLabel
15 34983 comment
15 349 broaderTransitive
15 349 subClassOf
15 41521 altLabel
15 43765 altLabel
15 20623 activity
15 32 type
17 18 comment
17 32 type
17 1239 subClassOf
17 1239 broaderTransitive
17 11780 activity
17 17396 altLabel
17 20850 comment
17 29516 activity
17 42449 prefLabel
17 20008 activity
19 20 comment
19 2065 prefLabel
19 5221 replaces
19 5430 cofactorLabel
19 32 type
19 24572 comment
19 26938 activity
19 28988 altLabel
19 30522 comment
19 355 subClassOf
19 355 broaderTransitive
19 10084 altLabel
21 22 label
21 9 type
23 24 comment
23 22539 activity
23 28656 altLabel
23 33953 prefLabel
23 116 broaderTransitive
23 116 subClassOf
23 32 type
23 42932 altLabel
25 26 narrowerTransitive
25 1026 narrowerTransitive
25 2062 narrowerTransitive
25 2610 narrowerTransitive
25 1598 narrowerTransitive
25 3793 narrowerTransitive
25 4260 narrowerTransitive
25 4697 narrowerTransitive
25 4924 narrowerTransitive
25 1652 narrowerTransitive
25 4850 narrowerTransitive
25 7152 narrowerTransitive
25 5070 narrowerTransitive
25 8184 broaderTransitive
25 8184 subClassOf
25 8459 narrowerTransitive
25 267 narrowerTransitive
25 8932 narrowerTransitive
25 6409 narrowerTransitive
25 2379 narrowerTransitive
25 3095 narrowerTransitive
25 10199 narrowerTransitive
25 11200 narrowerTransitive
25 6833 narrowerTransitive
25 13284 narrowerTransitive
25 11097 narrowerTransitive
25 7252 narrowerTransitive
25 14547 narrowerTransitive
25 14594 narrowerTransitive
25 14577 narrowerTransitive
25 3541 narrowerTransitive
25 15704 narrowerTransitive
25 3810 narrowerTransitive
25 2273 narrowerTransitive
25 16504 narrowerTransitive
25 11057 narrowerTransitive
